sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-05751,2026-03-18 23:22:08,DOT,Street Condition,Pothole,QUEENS,11364,,,,SPRINGFIELD BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  | springfield boulevard | queens | dot | closed,pavement_surface
REQ-05752,2026-03-18 23:19:59,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11237,40.6988063776396,-73.91836580203518,Street,KNICKERBOCKER AVENUE,In Progress,This request required re-assignment to a new DOT unit.,3,23,"rough, pitted or cracked roads | street | knickerbocker avenue | brooklyn | dot | in progress",pavement_surface
REQ-05753,2026-03-18 23:13:17,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10011,40.7471265640175,-74.00285111251111,Street,WEST 23 STREET,In Progress,,3,23,plate condition - noisy | street | west 23 street | manhattan | dot | in progress,pavement_surface
REQ-05754,2026-03-18 23:13:04,DOT,Street Condition,Pothole,BRONX,10466,,,,BOSTON ROAD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | boston road | bronx | dot | open,pavement_surface
REQ-05755,2026-03-18 23:09:58,DOT,Street Condition,Pothole,MANHATTAN,10003,,,,EAST   11 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | east   11 street | manhattan | dot | open,pavement_surface
REQ-05756,2026-03-18 23:09:53,DOT,Street Condition,Pothole,QUEENS,11427,,,,SAWYER AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | sawyer avenue | queens | dot | open,pavement_surface
REQ-05757,2026-03-18 23:09:00,DEP,Water System,Dirty Water (WE),BRONX,10467,40.87446167530211,-73.8637848277026,,WALLACE AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,23,dirty water (we) |  | wallace avenue | bronx | dep | closed,water_network
REQ-05758,2026-03-18 23:06:41,DOT,Street Condition,Failed Street Repair,MANHATTAN,10003,40.73343569068737,-73.9954896729259,Street,EAST 10 STREET,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,23,failed street repair | street | east 10 street | manhattan | dot | closed,pavement_surface
REQ-05759,2026-03-18 23:06:12,DOT,Street Condition,Cave-in,BRONX,10473,40.819629333185134,-73.87990599769523,Street,COLGATE AVENUE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,23,cave-in | street | colgate avenue | bronx | dot | closed,pavement_surface
REQ-05760,2026-03-18 23:04:54,DOT,Street Condition,Pothole,QUEENS,11429,40.71214478411976,-73.74244843100476,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05761,2026-03-18 23:02:15,DOT,Street Condition,Pothole,QUEENS,11365,,,,160 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | 160 street | queens | dot | open,pavement_surface
REQ-05762,2026-03-18 23:00:14,DOT,Street Condition,"Rough, Pitted or Cracked Roads",QUEENS,11377,40.75937682517601,-73.90310569078616,Street,30 AVENUE,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",3,23,"rough, pitted or cracked roads | street | 30 avenue | queens | dot | closed",pavement_surface
REQ-05763,2026-03-18 23:00:14,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11220,40.647034912650035,-74.0152648035039,Street,3 AVENUE,In Progress,,3,23,"rough, pitted or cracked roads | street | 3 avenue | brooklyn | dot | in progress",pavement_surface
REQ-05764,2026-03-18 23:00:13,DPR,Damaged Tree,Tree Trunk Split,BROOKLYN,11219,40.63546936906018,-73.99736262994422,Street,52 STREET,In Progress,,3,23,tree trunk split | street | 52 street | brooklyn | dpr | in progress,urban_forestry
REQ-05765,2026-03-18 22:59:36,DPR,Damaged Tree,Entire Tree Has Fallen Down,STATEN ISLAND,10314,40.58891460018594,-74.1401224810131,Street,ROCKLAND AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",3,22,entire tree has fallen down | street | rockland avenue | staten island | dpr | closed,urban_forestry
REQ-05766,2026-03-18 22:57:01,DOT,Street Condition,Pothole,QUEENS,11373,,,,HOFFMAN DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,pothole |  | hoffman drive | queens | dot | closed,pavement_surface
REQ-05767,2026-03-18 22:53:21,DOT,Street Condition,Cave-in,QUEENS,11373,40.744188388853175,-73.88900997259783,Street,76 STREET,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,22,cave-in | street | 76 street | queens | dot | in progress,pavement_surface
REQ-05768,2026-03-18 22:53:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BROOKLYN,11249,40.700233653073525,-73.95987086642283,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,possible water main break (use comments) (wa1) |  |  | brooklyn | dep | closed,water_network
REQ-05769,2026-03-18 22:49:00,DEP,Water System,Dirty Water (WE),BROOKLYN,11233,40.67224611761585,-73.91964922994566,,HOWARD AVENUE,Open,,3,22,dirty water (we) |  | howard avenue | brooklyn | dep | open,water_network
REQ-05770,2026-03-18 22:48:58,DOT,Street Condition,Pothole,QUEENS,0,,,,ASTORIA BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,pothole |  | astoria boulevard | queens | dot | closed,pavement_surface
REQ-05771,2026-03-18 22:48:00,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN,11236,40.641651570056915,-73.9037738976647,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,leak (use comments) (wa2) |  |  | brooklyn | dep | closed,water_network
REQ-05772,2026-03-18 22:48:00,DOT,Street Light Condition,Street Light Out,BROOKLYN,11203,40.66201328258063,-73.93194895400933,,MAPLE STREET,Open,,3,22,street light out |  | maple street | brooklyn | dot | open,lighting
REQ-05773,2026-03-18 22:48:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68072746725358,-73.8788834317283,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05774,2026-03-18 22:40:00,DOT,Street Light Condition,Lamppost Leaning,QUEENS,11378,40.72736285998505,-73.8888251275866,,QUEENS MIDTOWN EXPY,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,3,22,lamppost leaning |  | queens midtown expy | queens | dot | closed,lighting
REQ-05775,2026-03-18 22:39:51,DSNY,Missed Collection,Recycling - Paper,QUEENS,11367,40.72109018801132,-73.82244135298068,Street,77 AVENUE,Closed,The Department of Sanitation collected the requested items.,3,22,recycling - paper | street | 77 avenue | queens | dsny | closed,sanitation
REQ-05776,2026-03-18 22:38:16,DOT,Street Condition,Blocked - Construction,BROOKLYN,11211,40.711563223306214,-73.94466021110912,Street,GRAND STREET,In Progress,This request required re-assignment to a new DOT unit.,3,22,blocked - construction | street | grand street | brooklyn | dot | in progress,pavement_surface
REQ-05777,2026-03-18 22:37:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68302546437106,-73.87947417165557,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05778,2026-03-18 22:35:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68290738639517,-73.87942390763453,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05779,2026-03-18 22:34:56,DOT,Street Condition,Pothole,STATEN ISLAND,10302,,,,HEBERTON AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,22,pothole |  | heberton avenue | staten island | dot | open,pavement_surface
REQ-05780,2026-03-18 22:34:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68299251958265,-73.87946702012857,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05781,2026-03-18 22:32:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10009,40.72713733342097,-73.97866275717689,,EAST   11 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,leak (use comments) (wa2) |  | east   11 street | manhattan | dep | closed,water_network
REQ-05782,2026-03-18 22:28:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.682531277363026,-73.8793524774771,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05783,2026-03-18 22:28:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68309135394624,-73.87948847473076,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05784,2026-03-18 22:27:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68249832878435,-73.87934172056117,,NORWOOD AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05785,2026-03-18 22:24:04,DSNY,Missed Collection,Compost,BRONX,10461,40.85062592113142,-73.83387563498405,Street,MAYFLOWER AVENUE,Closed,The Department of Sanitation collected the requested items.,3,22,compost | street | mayflower avenue | bronx | dsny | closed,sanitation
REQ-05786,2026-03-18 22:23:00,DEP,Water System,Hydrant Running (WC3),BRONX,10467,40.875085634832296,-73.87680821019883,,PERRY AVENUE,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,3,22,hydrant running (wc3) |  | perry avenue | bronx | dep | closed,water_network
REQ-05787,2026-03-18 22:22:27,DOT,Street Condition,Pothole,QUEENS,11370,40.761217008162774,-73.8863970016137,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05788,2026-03-18 22:22:00,DEP,Water System,No Water (WNW),BROOKLYN,11208,40.68287169305509,-73.879413155586,,NORWOOD AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,22,no water (wnw) |  | norwood avenue | brooklyn | dep | closed,water_network
REQ-05789,2026-03-18 22:20:00,DOT,Street Light Condition,Street Light Out,QUEENS,11367,40.72214862619905,-73.82534991294065,,136 STREET,Open,,3,22,street light out |  | 136 street | queens | dot | open,lighting
REQ-05790,2026-03-18 22:17:47,DOT,Street Condition,Pothole,MANHATTAN,10036,40.75973017419921,-73.99168328325673,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-05791,2026-03-18 22:17:32,DOT,Street Condition,Pothole,BROOKLYN,11230,,,,CONEY ISLAND AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,22,pothole |  | coney island avenue | brooklyn | dot | closed,pavement_surface
